permit_number,issue_date,project_value,type_of_work,address,PostalCode,building_contractor,property_use,year,n,FSA,logPropVal
DB-2018-01098,2018-08-24,151500,New Building,"5884 BEATRICE STREET, Vancouver, BC V1V 1V1", V1V 1V1,M Tse Construction Inc,Dwelling Uses,2018,843, V1V,5.1804126328383235
DB-2018-01502,2018-08-24,15000,Demolition / Deconstruction,"4068 HUDSON STREET, Vancouver, BC V1V 1V1", V1V 1V1,East West Excavating Ltd,Dwelling Uses,2018,843, V1V,4.176091259055681
DB-2017-03883,2018-08-27,177500,New Building,"1360 E 35TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Vithu Developments Ltd,Dwelling Uses,2018,843, V1V,5.249198357391113
DB-2018-01185,2018-08-27,760750,New Building,"1695 W 68TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,0825886 BC Ltd,Dwelling Uses,2018,843, V1V,5.881241961030205
BP-2018-01067,2018-08-28,15000,Demolition / Deconstruction,"3965 W 20TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,J & R Excavation & Demolition Ltd.,Dwelling Uses,2018,843, V1V,4.176091259055681
DB-2017-06556,2018-08-28,259500,New Building,"6066 TYNE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Nand's Plumbing & Tiles Ltd,Dwelling Uses,2018,843, V1V,5.414137362184476
DB-2017-06644,2018-08-28,887250,New Building,"3147 GRAVELEY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Liwa Enterprises Ltd,Dwelling Uses,2018,843, V1V,5.94804600801963
BP-2018-04470,2018-08-29,65000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Fusion Project Management Ltd,Office Uses,2018,46, V6B,4.812913356642856
DB-2018-00261,2018-09-04,1028000,New Building,"9 E 40TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Ho Kin Construction Ltd,Dwelling Uses,2018,843, V1V,6.011993114659257
DB-2018-01556,2018-09-04,692557.5,New Building,"2858 E 23RD AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,1128099 BC Ltd,Dwelling Uses,2018,843, V1V,5.8404558367921195
BP-2018-03494,2018-09-07,1648630,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,6.217123198404635
BP-2018-03502,2018-09-07,464003,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2018,32, V6H,5.666520788484264
DB-2018-00923,2018-09-07,262250,New Building,"1621 W 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Tavan Developments Ltd,Dwelling Uses,2018,843, V1V,5.4187154968655955
BP-2018-04543,2018-09-10,40000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,BC Coastal Projects Ltd.,Office Uses,2018,46, V6B,4.6020599913279625
DB-2017-04221,2018-09-10,218275,New Building,"1131 E 49TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Neptune Homes Ltd,Dwelling Uses,2018,843, V1V,5.33900399689194
BP-2018-04325,2018-09-11,40000,Addition / Alteration,"2280 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2018,843, V1V,4.6020599913279625
BP-2018-04321,2018-09-14,5800000,New Building,"5077 HEATHER STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,6.763427993562937
DB-2018-00343,2018-09-14,258000,New Building,"3874 W 26TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Sky & Star Enterprise Inc,Dwelling Uses,2018,843, V1V,5.41161970596323
BP-2018-01574,2018-09-17,15283000,New Building,"2485 LARCH STREET, Vancouver, BC V1V 1V1", V1V 1V1,OrrMoniz Projects Corp,Dwelling Uses,2018,843, V1V,7.184208613111503
DB-2017-06694,2018-09-17,174250,New Building,"545 NOOTKA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Five River Construction Ltd,Dwelling Uses,2018,843, V1V,5.241172786770047
BP-2018-04426,2018-09-18,600000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Reotech Construction Ltd,Office Uses,2018,46, V6B,5.778151250383644
BP-2018-04613,2018-09-18,160000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,NA,Office Uses,2018,41, V6E,5.204119982655925
DB-2017-05677,2018-09-19,198175,New Building,"755 E 59TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Gill's Construction Ltd,Dwelling Uses,2018,843, V1V,5.297048866865437
DB-2017-06153,2018-09-20,174900,New Building,"4072 W 17TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,August Construction Ltd,Dwelling Uses,2018,843, V1V,5.242789809478676
DB-2017-02488,2018-09-28,224700,New Building,"5147 ANGUS DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.351603072419129
BP-2018-03034,2018-10-01,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
BP-2018-03033,2018-10-03,25000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2018,44, V6G,4.3979400086720375
DB-2017-04299,2018-10-04,194030,New Building,"3810 W 15TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Good Castle Real Estate Development Ltd,Dwelling Uses,2018,843, V1V,5.28786888367856
DB-2018-00667,2018-10-04,228250,New Building,"2813 GRANT STREET, Vancouver, BC V1V 1V1", V1V 1V1,Lanefab Design Build Ltd,Dwelling Uses,2018,843, V1V,5.358410786206337
DB-2018-01282,2018-10-04,194000,New Building,"3186 E 27TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Richtown Construction Ltd,Dwelling Uses,2018,843, V1V,5.2878017299302265
BP-2018-04349,2018-10-05,75000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Solid General Contractors Inc,Dwelling Uses,2018,44, V6G,4.8750612633917
BP-2018-04862,2018-10-09,180000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,NA,Office Uses,2018,38, V6C,5.2552725051033065
DB-2018-00633,2018-10-16,233750,New Building,"3039 E 45TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,0949351 BC Ltd,Dwelling Uses,2018,843, V1V,5.368751619544556
DB-2018-01262,2018-10-16,225000,New Building,"8010 ELLIOTT STREET, Vancouver, BC V1V 1V1", V1V 1V1,0949351 BC Ltd,Dwelling Uses,2018,843, V1V,5.352182518111363
BP-2017-04945,2018-10-18,21443000,New Building,"3183 PIERVIEW CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,7.33128554558701
DB-2018-01378,2018-10-18,162025,New Building,"8217 FREMLIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,Trans Pacific Homes Inc,Dwelling Uses,2018,843, V1V,5.209582030125189
DB-2018-03845,2018-10-23,300000,Addition / Alteration,"2336 W 41ST AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Institutional Uses,2018,843, V1V,5.477121254719663
BP-2018-04346,2018-10-24,87500,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,NA,Dwelling Uses,2018,38, V6E,4.942008053022313
BP-2018-05332,2018-10-24,250000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Fusion Project Management Ltd,Office Uses,2018,33, V7X,5.3979400086720375
DB-2018-01196,2018-10-29,150000,New Building,"2462 E 19TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Buran Properties Corporation,Dwelling Uses,2018,843, V1V,5.176091259055681
DB-2018-01346,2018-10-29,175000,New Building,"3222 GRANT STREET, Vancouver, BC V1V 1V1", V1V 1V1,Biring Bros Construction Ltd,Dwelling Uses,2018,843, V1V,5.243038048686294
DB-2018-05369,2018-10-29,105000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2018,31, V6E,5.021189299069938
BP-2017-05945,2018-10-31,35000000,New Building,"1988 WYLIE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,7.544068044350276
BP-2018-05335,2018-11-01,81000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2018,41, V6E,4.9084850188786495
BP-2018-05488,2018-11-05,99750,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Central West Project Management Inc,Office Uses,2018,113, V7Y,4.998912904358786
BP-2018-05484,2018-11-08,50000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Omicron Construction Ltd,Office Uses,2018,33, V6E,4.698970004336019
BP-2017-05393,2018-11-09,470000,New Building,"3851 WILLOW STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.672097857935717
BP-2018-04931,2018-11-13,10000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2018,113, V7Y,4
BP-2018-03269,2018-11-15,2732721,Addition / Alteration,"2015 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2018,843, V1V,6.4365952942079785
BP-2018-05230,2018-11-15,250000,Addition / Alteration,"583 E BROADWAY, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2018,843, V1V,5.3979400086720375
BP-2018-05894,2018-11-16,21500,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,PCL CONSTRUCTORS WESTCOAST INC,Retail Uses,2018,58, V5Z,4.332438459915605
BP-2018-05542,2018-11-20,89806,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Zrtec CM Enterprises Ltd,Office Uses,2018,33, V6E,4.953305353146624
BP-2018-05315,2018-11-26,470000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Curve Construction Inc,Office Uses,2018,113, V7Y,5.672097857935717
BP-2018-05830,2018-11-28,55000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Epic Spaces Inc,Office Uses,2018,46, V6B,4.740362689494244
BP-2018-05900,2018-12-03,295935,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Zrtec CM Enterprises Ltd,Office Uses,2018,33, V6E,5.47119633186549
DB-2018-01040,2018-12-07,3800,Addition / Alteration,"347 W 13TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,3.57978359661681
BP-2018-06242,2018-12-14,12500,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,Matra Construction,Office Uses,2018,32, V6H,4.096910013008056
BP-2018-06210,2018-12-19,20000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Gibraltar Holdings Ltd,Office Uses,2018,40, V6C,4.301029995663981
BP-2018-05856,2018-12-20,62500,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2018,38, V6E,4.795880017344075
BP-2018-05974,2018-12-20,200000,Addition / Alteration,"2250 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2018,843, V1V,5.301029995663981
BP-2018-06205,2018-12-20,10000,Addition / Alteration,"SKYTRAIN STATION - 439 GRANVILLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2018,843, V1V,4
BP-2018-05133,2018-12-24,1025000,Addition / Alteration,"202 E 16TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2018,843, V1V,6.010723865391773
BP-2018-04741,2019-01-04,44976445,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,7.652985125223708
BP-2018-05046,2019-01-10,1650000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Govan Brown Ltd,Office Uses,2019,41, V6C,6.217483944213907
BP-2018-06611,2019-01-21,1425000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Office Uses,2019,41, V6C,6.153814864344529
BP-2018-06703,2019-01-22,20000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,Renaissance Facility Maintenance Ltd,Retail Uses,2019,58, V5Z,4.301029995663981
DB-2019-00078,2019-01-22,250000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Office Uses,2019,58, V5Z,5.3979400086720375
BP-2018-04045,2019-01-25,7500,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,IDM Systems Ltd,Office Uses,2019,33, V7X,3.8750612633917
BP-2019-00011,2019-01-25,12500,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.096910013008056
BP-2018-05796,2019-01-29,120000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Service Uses,2019,41, V6C,5.079181246047625
BP-2019-00012,2019-01-30,118785.44,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,5.074763210719432
BP-2018-05485,2019-01-31,90000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Omicron Construction Ltd,Office Uses,2019,33, V7X,4.954242509439325
DB-2018-04762,2019-01-31,224560,New Building,"4337 YUKON STREET, Vancouver, BC V1V 1V1", V1V 1V1,Calvin & Collin Construction Ltd,Dwelling Uses,2019,843, V1V,5.351332399626383
DB-2018-05907,2019-01-31,157750,New Building,"3755 BEATRICE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Jasvir Construction Ltd,Dwelling Uses,2019,843, V1V,5.197969367916172
BP-2019-00313,2019-02-06,24262,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Matra Construction,Office Uses,2019,33, V7X,4.384926598392155
BP-2019-00549,2019-02-19,60000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Novacom Building Partners Ltd.,Office Uses,2019,33, V7X,4.778151250383644
DB-2018-05334,2019-02-19,228000,New Building,"3261 INVERNESS STREET, Vancouver, BC V1V 1V1", V1V 1V1,Mercia Construction Ltd,Dwelling Uses,2019,843, V1V,5.357934847000454
BP-2019-00218,2019-02-28,15000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Reotech Construction Ltd,Office Uses,2019,41, V6C,4.176091259055681
BP-2019-00656,2019-03-01,120000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.079181246047625
BP-2019-00666,2019-03-11,290000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Service Uses,2019,32, V6H,5.4623979978989565
DB-2018-01580,2019-03-12,15000,Demolition / Deconstruction,"2951 E 42ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Canadian Excavating Ltd,Dwelling Uses,2019,843, V1V,4.176091259055681
BP-2019-00691,2019-03-15,50000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,Allspaces Design & Management Ltd,Office Uses,2019,31, V6E,4.698970004336019
DB-2019-00647,2019-03-15,710000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Office Uses,2019,58, V5Z,5.8512583487190755
BP-2019-01025,2019-03-25,53500,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2019,41, V6E,4.7283537820212285
BP-2019-00622,2019-03-26,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,NA,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-00680,2019-03-26,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,NA,Dwelling Uses,2019,38, V6E,4.477121254719663
BP-2018-06495,2019-04-01,80000,Addition / Alteration,"280 E BROADWAY, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2019,843, V1V,4.903089986991944
BP-2019-01097,2019-04-02,60000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.778151250383644
BP-2019-00729,2019-04-04,400000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Deborah Lewin & Nilton Tavares,Retail Uses,2019,113, V7Y,5.6020599913279625
DB-2019-01100,2019-05-21,157250,New Building,"63 W 62ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,EHY Properties Inc,Dwelling Uses,2019,843, V1V,5.196590654117307
BP-2019-01766,2019-06-03,5000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,3.6989700043360187
BP-2019-02264,2019-06-14,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.477121254719663
DB-2018-05331,2019-06-14,168000,New Building,"3555 ONTARIO STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sprucewood Homes Inc,Dwelling Uses,2019,843, V1V,5.225309281725863
BP-2019-01869,2019-06-17,1500000,Addition / Alteration,"6365 WEST BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,Fusion Project Management Ltd,Retail Uses,2019,843, V1V,6.176091259055681
BP-2019-01629,2019-06-18,1450000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2019,40, V6C,6.161368002234975
BP-2019-01941,2019-06-18,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-02187,2019-06-18,280000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2019,31, V6E,5.447158031342219
BP-2019-02500,2019-06-18,25000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Zrtec CM Enterprises Ltd,Service Uses,2019,33, V6E,4.3979400086720375
BP-2019-02293,2019-06-24,1500000,Addition / Alteration,"388 KASLO STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,6.176091259055681
BP-2019-02685,2019-07-10,150000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,NA,Dwelling Uses,2019,44, V6G,5.176091259055681
BP-2019-02452,2019-07-11,45000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Central West Project Management Inc,Office Uses,2019,40, V6C,4.653212513775344
BP-2018-00604,2019-07-16,21695960,New Building,"3625 SAWMILL CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,Marcon Project (609) Ltd,Dwelling Uses,2019,843, V1V,7.336378871495815
BP-2019-03086,2019-07-16,5000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Adriatic Demolition and Disposal Ltd,Retail Uses,2019,33, V7X,3.6989700043360187
BP-2019-02802,2019-07-19,50000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,NA,Office Uses,2019,46, V6B,4.698970004336019
BP-2019-03010,2019-07-24,250000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Fusion Project Management Ltd,Office Uses,2019,113, V7Y,5.3979400086720375
BP-2019-03161,2019-07-25,5000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Adriatic Demolition and Disposal Ltd,Retail Uses,2019,33, V7X,3.6989700043360187
BP-2019-02272,2019-07-30,40000,Addition / Alteration,"SKYTRAIN STATION - 590 BEATTY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Maredi Home & Properties Inc,Retail Uses,2019,843, V1V,4.6020599913279625
BP-2019-03226,2019-08-08,100000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5
BP-2019-03088,2019-08-12,60000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
BP-2019-03252,2019-08-12,125000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Priority Projects,Office Uses,2019,33, V7X,5.096910013008056
BP-2019-03531,2019-08-16,80000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Matra Construction,Office Uses,2019,113, V7Y,4.903089986991944
BP-2019-02834,2019-08-21,129200,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Office Uses,2019,41, V6C,5.1112625136590655
BP-2019-02836,2019-08-21,123500,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Office Uses,2019,41, V6C,5.0916669575956846
BP-2019-03338,2019-08-26,200000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.301029995663981
BP-2019-03397,2019-08-30,250000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Francis Beyersbergen,Retail Uses,2019,113, V7Y,5.3979400086720375
BP-2019-03790,2019-09-17,4500,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,NA,Office Uses,2019,31, V6E,3.6532125137753435
BP-2019-03636,2019-09-20,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-04034,2019-09-24,78000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.892094602690481
BP-2019-01335,2019-09-26,45000000,New Building,"4589 GLADSTONE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,7.653212513775344
BP-2019-04391,2019-10-15,91500,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2019,41, V6E,4.9614210940664485
BP-2019-04169,2019-10-17,60000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital C Contracting Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
DB-2019-04218,2019-11-05,135000,Addition / Alteration,"1519 W 57TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2019,843, V1V,5.1303337684950066
BP-2019-04598,2019-11-08,127000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,NA,Office Uses,2019,41, V6C,5.103803720955957
BP-2019-04244,2019-11-13,25000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,New Image Projects Inc.,Office Uses,2019,113, V7Y,4.3979400086720375
BP-2019-03771,2019-11-21,150000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.176091259055681
BP-2019-03932,2019-11-25,22500000,Addition / Alteration,"402 DUNSMUIR STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2019,843, V1V,7.352182518111363
BP-2019-03749,2019-11-29,150000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.176091259055681
BP-2019-04687,2019-12-04,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-05081,2019-12-05,4500,Addition / Alteration,"570 GRANVILLE STREET #1010, Vancouver, BC V1V 1V1", V1V 1V1,TotalPlan Inc,Office Uses,2019,843, V1V,3.6532125137753435
BP-2019-04501,2019-12-09,500000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Canadian Turner Construction Company Ltd,Office Uses,2019,33, V6E,5.698970004336019
